## Impacto.
## g[m/s^2] = 9.8100000000000005e+00, Esfera.masa[kg] = 2.0000000000000000e+00, Esfera.radio[m] = 2.9999999999999999e-02, Esfera.r0[m] = [4.0000000000000002e-01, 5.9999999999999998e-02, -5.6999999999999995e-01 ], Esfera.v0x[m/s] = -1.3000000000000000e+01, Bloque.masa[kg] = 3.4000000000000000e+01, Bloque.a[m] = 1.0000000000000001e-01, Bloque.b[m] = 4.7999999999999998e-01, Bloque.c[m] = 8.0000000000000004e-01
##      time [s]       ;       rsx [m]    ;           rsy [m]    ;           rsz [m]      ;         vsx [m/s]  ;            vsy [m/s]        ;     vsz [m/s]    ;         psi [rad]    ;        theta [rad]      ;      phi [rad]      ;    omegax [rad/s]    ;    omegay [rad/s]     ;   omegaz [rad/s]
0.0000000000000000e+00;4.0000000000000002e-01;5.9999999999999998e-02;-5.6999999999999995e-01;-1.3000000000000000e+01;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;
7.0000000000000001e-03;3.0900000000000005e-01;5.9999999999999998e-02;-5.7024034499999998e-01;-1.3000000000000000e+01;0.0000000000000000e+00;-6.8669999999999995e-02;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;
1.4000000000000000e-02;2.1800000000000011e-01;5.9999999999999998e-02;-5.7096137999999996e-01;-1.3000000000000000e+01;0.0000000000000000e+00;-1.3733999999999996e-01;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;
2.1000000000000001e-02;1.2700000000000003e-01;5.9999999999999998e-02;-5.7216310499999989e-01;-1.3000000000000000e+01;0.0000000000000000e+00;-2.0601000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00;
2.8000000000000001e-02;1.1594611333237217e-01;5.9999999999999998e-02;-5.7384551999999989e-01;1.0620442575479805e+01;0.0000000000000000e+00;-2.7467999999999998e-01;1.5719592618031113e+00;1.2580931476392748e-02;4.7253110236490965e+00;4.3705182480103764e-02;3.7165449092345759e+00;4.1616298202690150e+00;
3.5000000000000003e-02;1.9028921136073085e-01;5.9999999999999998e-02;-5.7600862499999994e-01;1.0620442575479805e+01;0.0000000000000000e+00;-3.4334999999999999e-01;1.5743639362001316e+00;3.8587742936527267e-02;4.7520447717243446e+00;1.3396796319770876e-01;3.7106961135740231e+00;4.1637475449397474e+00;
4.2000000000000003e-02;2.6463230938908949e-01;5.9999999999999998e-02;-5.7865241999999995e-01;1.0620442575479805e+01;0.0000000000000000e+00;-4.1201999999999994e-01;1.5767671220901960e+00;6.4555409602719716e-02;4.7788047341410049e+00;2.2384196370450613e-01;3.6989165079999800e+00;4.1680022376833881e+00;
4.9000000000000002e-02;3.3897540741744814e-01;5.9999999999999998e-02;-5.8177690500000001e-01;1.0620442575479805e+01;0.0000000000000000e+00;-4.8068999999999995e-01;1.5791678024095361e+00;9.0457638539148649e-02;4.8056083856323930e+00;3.1306539063986016e-01;3.6812385050503864e+00;4.1743611869844166e+00;
5.6000000000000001e-02;4.1331850544580678e-01;5.9999999999999998e-02;-5.8538208000000003e-01;1.0620442575479805e+01;0.0000000000000000e+00;-5.4935999999999996e-01;1.5815649396165021e+00;1.1626827790632645e-01;4.8324729066454521e+00;4.0137688971866536e-01;3.6577109474971028e+00;4.1827755619884277e+00;
6.3000000000000000e-02;4.8766160347416537e-01;5.9999999999999998e-02;-5.8946794499999999e-01;1.0620442575479805e+01;0.0000000000000000e+00;-6.1802999999999997e-01;1.5839574680110395e+00;1.4196137331909253e-01;4.8594150679791746e+00;4.8851577498881193e-01;3.6283992101422244e+00;4.1931808606266996e+00;
7.0000000000000007e-02;5.6200470150252413e-01;5.9999999999999998e-02;-5.9403450000000002e-01;1.0620442575479805e+01;0.0000000000000000e+00;-6.8669999999999998e-01;1.5863442866764679e+00;1.6751122342806801e-01;4.8864511186302124e+00;5.7422230818618858e-01;3.5933853259765760e+00;4.2054975050732653e+00;
7.6999999999999999e-02;6.3634779953088261e-01;5.9999999999999998e-02;-5.9908174500000000e-01;1.0620442575479805e+01;0.0000000000000000e+00;-7.5536999999999987e-01;1.5887242530215975e+00;1.9289243484756252e-01;4.9135966778315252e+00;6.5823804175864176e-01;3.5527681281283163e+00;4.2196315815837862e+00;
8.4000000000000005e-02;7.1069089755924142e-01;5.9999999999999998e-02;-6.0460967999999993e-01;1.0620442575479805e+01;0.0000000000000000e+00;-8.2403999999999999e-01;1.5910961773492120e+00;2.1807997604389420e-01;4.9408666319806773e+00;7.4030623574143040e-01;3.5066633977948407e+00;4.2354757214256580e+00;
